,0
0,2.1163135709372014
1,0.2137376748574712
2,0.5195753277610435
3,-2.243450712949965
4,-1.4372534071015108
5,0.6996192411479762
6,0.4498588400797252
7,-1.3662236398395557
8,1.7224705048480058
9,-0.36496709454141585
10,0.5262145738920103
11,-2.492528131084221
12,-2.0514435960483453
13,-2.808790781489738
14,-2.063843061887701
15,-1.5488850967467456
16,4.0188494999820685
17,-0.7411866151618972
18,-3.104067535015152
19,0.2641886607428562
20,0.6435410240939589
21,1.827375613095962
22,-1.8618666242094388
23,-0.05500451672530671
24,-1.4194791638079245
25,1.3878778387970874
26,-3.745575248351674
27,-2.5283174554626275
28,0.33786962162708367
29,0.010684983225345723
30,-0.4970635334442768
31,0.7521986152762903
32,-0.30076247582056626
33,4.05311391160159
34,-2.8949416306075904
35,-2.8841228365746137
36,0.18895194631220313
37,-2.12673015668014
38,-2.0677836509173684
39,2.2781601493419115
40,2.2360523842689624
41,2.503666788164477
42,1.1195912524861535
43,-1.7835021586443212
44,3.3699320952791556
45,-0.36774756320171303
46,-1.11338929590737
47,2.026646706636204
48,1.063156511010238
49,-0.6729395080037417
50,-2.741811282085708
51,1.2682912177933665
52,-1.7279396950185442
53,1.4816300622526875
54,-2.419350013028148
55,1.2791566320668268
56,1.496421121531295
57,2.527425325847832
58,-1.3379324602820701
59,0.306889178781929
60,0.22509428522495822
61,-1.0610312747490078
62,0.4426454420812591
63,0.6565433867477963
64,1.256159255951769
65,2.2064020563822155
66,-0.5957713795447421
67,0.12101221480556879
68,-3.6049197631276257
69,-2.8510378050429925
70,-0.9965107582999526
71,0.24807567524827734
72,4.408160621937894
73,-2.716162356427417
74,-1.2796856181034968
75,-3.8511341171311564
76,-0.7985185786943276
77,0.348794553883391
78,-1.2443849008930723
79,0.48489102755266944
80,3.761654772964855
81,2.1568950792577564
82,-4.504696599610804
83,-1.1965610658606236
84,1.7525537883654085
85,0.5352039199631311
86,-1.676340408820857
87,-0.39968551003947184
88,3.0884800831180597
89,0.6897411155412122
90,0.7221218236570408
91,-1.2586134167847205
92,-0.6273053391350915
93,-4.075554894074754
94,-0.9057266561864894
95,-0.6868695254026704
96,2.2370566606025095
97,0.3804079943998022
98,3.4178339378504523
99,-1.835616835500893
100,-0.9743648806090761
101,0.5295768133075125
102,-1.106889789569181
103,2.6524297227390696
104,0.7064366729854248
105,-1.8691017362832822
106,-3.15569131857772
107,-1.454599904664115
108,-3.7279386133102506
109,-2.809965906193518
110,-1.1048337128317731
111,-1.3382576157306887
112,0.6497296702806268
113,-1.5756420589486235
114,-3.357652870593944
115,1.1890716399541483
116,-1.4495051012002667
117,-1.772720571204821
118,-1.9447867664007947
119,2.3663144986381894
120,0.6238515423062632
121,0.06650093671323204
122,-2.465890585097557
123,2.03357489347711
124,0.7404391481136579
125,-1.5349497910470262
126,-3.4082065486236814
127,1.2387189679924875
128,0.4112419944504815
129,1.1322635267660874
130,-0.19708444347287224
131,0.037567926111844785
132,-1.1624726024068481
133,-1.9507836269406567
134,0.017410735317588077
135,1.30918657336379
136,0.24774931747836382
137,0.3632758493802453
138,-1.113840995535214
139,-2.7388886262438614
140,1.7749450669232527
141,-0.4778608759543591
142,-0.615423819997785
143,0.9820368088115738
144,4.4248949830422895
145,-1.8304866206032033
146,-1.037515217942095
147,-0.18024245636645303
148,0.8442640088875991
149,-0.29532679452110566
150,0.6190484518968664
151,2.1607659315716834
152,2.43779142481958
153,-0.15859857849739106
154,-1.774147443034785
155,-1.6092388625613223
156,-1.4077905663480896
157,-1.8679440776846186
158,-0.18706937557037617
159,2.999632216213616
160,1.3569395594379312
161,2.0248258800076417
162,0.9348099083632944
163,0.44329388683134224
164,-0.2913467066977239
165,-2.156204183282808
166,-0.316440249042761
167,-1.0957606922021164
168,2.382302532092858
169,-0.9547232594871706
170,-1.41609450628243
171,-0.38239386415727294
172,2.136007305647059
173,-0.764754185813782
174,-0.9828159022574858
175,-0.6935083319268083
176,5.541202179095269
177,2.8749872377246706
178,-0.49297764454682347
179,1.0708205858537494
180,0.9411574590538544
181,-1.5581828210107598
182,-2.7149179867400353
183,1.605822481396335
184,-0.004436409752303305
185,1.7758378877644998
186,-2.6525761486639614
187,-0.455614070172252
188,-1.4390907565250561
189,-1.640322394954989
190,-2.049398945251336
191,0.7955242872612468
192,4.731783776703935
193,-2.0469395720826005
194,-0.19062888092812869
195,-0.4234145990551965
196,-2.391036074904526
197,1.315312170276589
198,1.5752549322490614
199,3.471676051812796
200,-0.10600285131825382
201,-1.226766564481676
202,-1.3109964824403775
203,-0.4900067217179545
204,1.2429938918835666
205,-4.766025553310042
206,0.03490492155558145
207,0.208350161986117
208,2.416029899797228
209,1.09488321196348
210,-2.8570598731905594
211,1.0220035279428086
212,2.142231004491211
213,-1.6283985036382878
214,0.5547417540866384
215,1.212089804846642
216,1.1288183022742917
217,-0.3640735532111283
218,-0.6219789955721802
219,0.9554283103225399
220,2.9869168404369315
221,-1.4040974021647776
222,-0.9811551440317797
223,0.47148087217571244
224,2.5059617775047007
225,-1.6961895644143203
226,-3.3964560320516455
227,2.807412913810036
228,1.0076623837816139
229,-3.002816390128539
230,-1.6896246643855481
231,0.6149040765585663
232,2.385556689570629
233,1.8276511552562271
234,-2.5727826271368297
235,-2.0738972524293096
236,0.8842175238294183
237,-0.06914121141921936
238,-0.1685953689045594
239,0.590903622870079
240,2.65085835219491
241,-0.10842602354193381
242,-2.5732533306202794
243,-0.14503911603559733
244,0.5109305964413121
245,0.7137889584205857
246,1.0638998767025574
247,1.8145652147087807
248,5.619116857307224
249,-0.21150328353437942
250,-2.089779065258449
251,0.9603348924937867
